,latitud,longitud,profundidad (km),magnitud (M),distrito,gasto por daño
18763,-10.727,-78.6506,38,4.5,10,55328000000.0
18764,-17.7344,-69.5423,163,4.9,20,71909500000.0
18765,-18.3307,-69.7902,124,4.6,20,71909500000.0
18766,-4.9958,-76.6007,116,4.7,36,37964700000.0
18767,-17.4095,-70.0978,147,4.7,20,71909500000.0
18768,-15.0098,-73.6657,115,4.7,29,82972500000.0
18769,-6.2785,-76.0595,42,5.0,36,37964700000.0
18770,-14.3092,-74.0186,98,4.6,29,82972500000.0
18771,-7.1944,-76.3398,65,4.9,36,37964700000.0
18772,-14.9578,-75.8037,44,4.7,29,82972500000.0
18773,-13.1711,-77.0976,31,4.8,22,87387300000.0
18774,-8.5056,-75.9617,128,4.5,32,15037537500.0
18775,-14.9798,-75.7368,45,4.5,29,82972500000.0
18776,-14.1989,-76.0276,74,4.7,29,82972500000.0
18777,-15.3053,-72.2301,138,4.7,20,71909500000.0
18778,-13.5811,-76.3108,51,4.7,29,82972500000.0
18779,-16.418,-71.5687,117,4.9,20,71909500000.0
18780,-16.7047,-72.3833,78,4.7,20,71909500000.0
18781,-7.981,-79.7086,106,4.6,13,43009540000.0
18782,-5.3867,-76.5465,96,4.8,36,37964700000.0
18783,-5.5582,-75.4318,32,4.7,36,37964700000.0
18784,-16.3139,-72.618,110,4.9,20,71909500000.0
18785,-8.9775,-76.4897,137,5.1,32,15037537500.0
18786,-12.6769,-76.7702,49,4.5,22,87387300000.0
18787,-9.9492,-78.8775,45,4.9,10,55328000000.0
18788,-14.6123,-72.7271,122,4.6,34,66667680000.0
18789,-9.5923,-75.9797,137,4.5,32,15037537500.0
18790,-15.313,-73.2942,118,4.7,20,71909500000.0
18791,-13.318,-74.8264,112,5.2,29,82972500000.0
18792,-6.6014,-76.038,11,4.5,36,37964700000.0
18793,-9.4894,-78.3995,88,4.5,10,55328000000.0
18794,-17.7412,-70.6686,80,4.5,20,71909500000.0
18795,-8.3852,-80.3203,28,4.5,13,43009540000.0
18796,-18.5585,-69.6136,147,4.8,20,71909500000.0
18797,-15.3598,-73.5181,119,4.5,29,82972500000.0
18798,-16.996,-69.7778,215,4.7,20,71909500000.0
18799,-18.0805,-70.4203,30,4.7,20,71909500000.0
18800,-15.2413,-72.1475,135,4.8,20,71909500000.0
18801,-18.1638,-71.2757,12,4.5,20,71909500000.0
18802,-14.7029,-76.7251,6,5.5,29,82972500000.0
18803,-14.5258,-76.3401,11,5.3,29,82972500000.0
18804,-14.5231,-76.2765,16,5.1,29,82972500000.0
18805,-5.893,-78.8799,14,4.9,13,43009540000.0
18806,-2.6235,-80.4933,101,4.6,13,43009540000.0
18807,-7.944,-74.1526,182,4.9,32,15037537500.0
18808,-7.228,-80.796,13,4.6,13,43009540000.0
18809,-4.8684,-77.579,18,4.6,36,37964700000.0
18810,-13.2327,-76.715,43,4.8,22,87387300000.0
18811,-16.7128,-73.253,35,4.5,20,71909500000.0
18812,-15.2223,-73.6945,118,4.6,29,82972500000.0
18813,-11.1004,-73.3361,28,4.5,8,167976388949.99994
18814,-14.1702,-75.8084,68,5.0,29,82972500000.0
18815,-14.559,-76.3037,10,4.9,29,82972500000.0
18816,-15.0313,-72.5262,125,4.8,20,71909500000.0
18817,-7.6449,-74.5551,164,4.9,32,15037537500.0
18818,-2.9252,-77.0373,164,5.3,36,37964700000.0
18819,-16.9529,-71.6829,81,4.7,20,71909500000.0
18820,-9.9218,-78.9361,30,4.6,10,55328000000.0
18821,-7.1301,-80.8531,35,4.9,13,43009540000.0
18822,-15.6457,-71.672,10,5.6,20,71909500000.0
18823,-7.0441,-80.9764,36,4.9,13,43009540000.0
18824,-5.1794,-79.1814,23,4.8,13,43009540000.0
18825,-8.6356,-74.5777,197,4.8,32,15037537500.0
18826,-15.3402,-73.0253,109,4.5,20,71909500000.0
18827,-16.5284,-71.7337,20,4.9,20,71909500000.0
18828,-11.604,-76.9316,108,5.1,0,291359135593.2201
18829,-12.8285,-77.0144,48,4.7,22,87387300000.0
18830,-14.5651,-75.6397,51,4.6,29,82972500000.0
18831,-17.0856,-72.3632,54,5.5,20,71909500000.0
18832,-16.2097,-73.8652,37,5.2,20,71909500000.0
18833,-4.3777,-76.9599,106,4.5,36,37964700000.0
18834,-13.2661,-76.1663,96,4.8,22,87387300000.0
18835,-9.9964,-78.8438,33,4.5,10,55328000000.0
18836,-6.5459,-80.9578,19,4.8,13,43009540000.0
18837,-6.7624,-76.3348,139,5.0,36,37964700000.0
18838,-15.6165,-71.0387,192,4.5,20,71909500000.0
18839,-8.7779,-79.9477,10,4.8,13,43009540000.0
18840,-16.1281,-72.233,129,4.6,20,71909500000.0
18841,-15.2039,-74.1708,102,4.7,29,82972500000.0
18842,-13.8064,-74.6957,95,4.9,29,82972500000.0
18843,-10.7872,-73.7083,138,5.5,8,167976388949.99994
18844,-14.5252,-76.3467,15,4.8,29,82972500000.0
18845,-15.0779,-73.591,126,4.5,29,82972500000.0
18846,-8.228,-76.2777,160,5.2,32,15037537500.0
18847,-18.4759,-70.0754,125,5.0,20,71909500000.0
18848,-4.0182,-81.6833,7,4.6,13,43009540000.0
18849,-16.4827,-72.5534,92,5.1,20,71909500000.0
18850,-5.1434,-80.5624,72,4.7,13,43009540000.0
18851,-15.96,-74.142,33,5.1,29,82972500000.0
18852,-8.7785,-76.1045,139,4.9,32,15037537500.0
18853,-7.6037,-74.7762,156,4.7,36,37964700000.0
18854,-3.4391,-80.8503,29,4.5,13,43009540000.0
18855,-16.5573,-72.307,74,5.3,20,71909500000.0
18856,-14.9222,-76.0856,18,4.5,29,82972500000.0
18857,-6.5366,-80.954,21,4.7,13,43009540000.0
18858,-15.6686,-71.7055,9,4.6,20,71909500000.0
18859,-7.1165,-75.7904,15,4.6,36,37964700000.0
18860,-14.8157,-74.0102,98,4.6,29,82972500000.0
18861,-9.6725,-79.954,9,4.6,10,55328000000.0
18862,-12.6916,-76.5208,96,4.5,22,87387300000.0
18863,-17.8976,-69.5853,177,4.9,20,71909500000.0
18864,-6.136,-79.801,78,4.5,13,43009540000.0
18865,-3.1924,-80.7117,30,4.6,13,43009540000.0
18866,-6.6807,-77.025,47,4.5,36,37964700000.0
18867,-18.1561,-70.7727,64,4.5,20,71909500000.0
18868,-15.4458,-73.2591,112,4.5,20,71909500000.0
18869,-4.2806,-79.7504,96,4.6,13,43009540000.0
18870,-15.6544,-70.6598,215,5.0,20,71909500000.0
18871,-15.8835,-74.015,79,4.7,29,82972500000.0
18872,-15.7364,-71.7549,5,4.6,20,71909500000.0
18873,-15.7374,-71.7282,12,4.6,20,71909500000.0
18874,-8.9035,-79.5004,13,5.1,10,55328000000.0
18875,-5.5456,-77.0987,119,6.2,36,37964700000.0
18876,-15.5366,-74.3293,87,4.7,29,82972500000.0
18877,-16.0442,-72.5039,28,4.5,20,71909500000.0
18878,-4.829,-76.3079,36,4.5,36,37964700000.0
18879,-2.6513,-77.5836,104,4.5,36,37964700000.0
18880,-14.6409,-75.1881,77,4.5,29,82972500000.0
18881,-14.6714,-76.1227,22,4.7,29,82972500000.0
18882,-14.6847,-76.0929,18,4.6,29,82972500000.0
18883,-11.2208,-75.8997,4,4.8,38,259756250000.0
18884,-13.3017,-75.0545,85,4.7,29,82972500000.0
18885,-14.3723,-71.8287,8,4.5,20,71909500000.0
18886,-10.0105,-78.7838,28,4.9,10,55328000000.0
18887,-10.4474,-76.1916,140,4.9,38,259756250000.0
18888,-6.3559,-76.7386,33,4.9,36,37964700000.0
18889,-3.5099,-80.8664,30,4.7,13,43009540000.0
18890,-11.0034,-79.1896,23,4.5,0,291359135593.2201
18891,-17.7335,-69.8108,160,4.7,20,71909500000.0
18892,-11.2776,-76.6063,121,4.6,38,259756250000.0
18893,-11.2181,-75.0935,11,4.8,8,167976388949.99994
18894,-16.057,-73.7169,38,5.0,20,71909500000.0
18895,-10.4685,-75.1249,28,4.9,8,167976388949.99994
18896,-8.6272,-74.9245,22,4.9,32,15037537500.0
18897,-14.5752,-76.4698,8,4.5,29,82972500000.0
18898,-13.9101,-75.9249,67,4.6,29,82972500000.0
18899,-16.9204,-71.26,116,4.8,20,71909500000.0
18900,-18.2124,-69.9357,140,4.6,20,71909500000.0
18901,-17.6058,-70.7108,106,5.3,20,71909500000.0
18902,-8.7541,-76.5382,143,4.5,32,15037537500.0
18903,-14.5925,-74.2797,113,4.6,29,82972500000.0
18904,-12.9793,-75.0246,96,4.6,29,82972500000.0
18905,-7.7094,-74.7741,170,4.7,32,15037537500.0
18906,-15.9139,-75.3078,13,4.7,29,82972500000.0
18907,-16.6174,-72.115,97,4.5,20,71909500000.0
18908,-16.5748,-71.9466,128,4.5,20,71909500000.0
18909,-5.9971,-81.8044,25,4.7,13,43009540000.0
18910,-5.5549,-81.2185,41,4.7,13,43009540000.0
18911,-8.3771,-75.139,135,5.2,32,15037537500.0
18912,-3.4328,-80.9593,29,5.3,13,43009540000.0
18913,-5.6677,-77.1766,110,4.5,36,37964700000.0
18914,-14.7583,-73.9476,108,4.6,29,82972500000.0
18915,-14.7811,-73.9524,105,4.7,29,82972500000.0
18916,-12.0958,-77.5006,46,4.6,18,22450590000.0
18917,-3.554,-80.9308,15,4.5,13,43009540000.0
18918,-14.1141,-72.9664,121,4.5,34,66667680000.0
18919,-9.1481,-78.7525,70,4.5,10,55328000000.0
18920,-16.2066,-72.0003,141,4.5,20,71909500000.0
18921,-6.1118,-80.653,41,4.7,13,43009540000.0
18922,-9.8923,-74.5386,29,4.5,8,167976388949.99994
18923,-17.9097,-73.051,38,4.8,20,71909500000.0
18924,-14.2298,-72.8589,112,4.8,34,66667680000.0
18925,-18.2592,-71.4742,8,4.5,20,71909500000.0
18926,-8.142,-74.5236,171,4.7,32,15037537500.0
18927,-9.1492,-74.455,188,4.7,8,167976388949.99994
18928,-3.9993,-77.0339,122,5.2,36,37964700000.0
18929,-3.4165,-80.7977,49,4.6,13,43009540000.0
18930,-5.3668,-77.8712,29,4.5,36,37964700000.0
18931,-18.1634,-71.1985,48,4.5,20,71909500000.0
18932,-8.8266,-74.9263,44,5.3,32,15037537500.0
18933,-13.9226,-72.6316,135,4.6,34,66667680000.0
18934,-10.4894,-78.5982,40,4.5,10,55328000000.0
18935,-8.5997,-80.592,5,5.5,13,43009540000.0
18936,-11.9345,-76.3908,106,4.6,38,259756250000.0
18937,-3.5252,-80.7815,17,4.5,13,43009540000.0
18938,-14.4323,-76.3216,18,4.9,29,82972500000.0
18939,-7.872,-74.6536,169,4.9,32,15037537500.0
18940,-9.5762,-79.0023,49,4.5,10,55328000000.0
18941,-18.5184,-71.2294,16,4.7,20,71909500000.0
18942,-3.3206,-80.673,45,4.6,13,43009540000.0
18943,-9.7901,-74.9788,168,5.6,8,167976388949.99994
18944,-6.1011,-80.2793,50,4.7,13,43009540000.0
18945,-15.6724,-70.8779,212,4.6,20,71909500000.0
18946,-11.3567,-73.3319,20,4.7,34,66667680000.0
18947,-15.5025,-75.64,27,4.9,29,82972500000.0
18948,-14.9136,-72.5061,130,4.5,20,71909500000.0
18949,-5.3132,-76.2425,82,4.6,36,37964700000.0
18950,-4.0183,-81.1341,34,4.6,13,43009540000.0
18951,-5.3769,-76.1516,108,4.7,36,37964700000.0
18952,-8.8051,-76.6558,51,4.7,32,15037537500.0
18953,-11.5439,-73.1866,29,4.5,34,66667680000.0
18954,-3.1557,-78.4045,52,4.5,36,37964700000.0
18955,-10.5536,-75.5601,14,4.8,8,167976388949.99994
18956,-10.4411,-79.9953,24,4.6,10,55328000000.0
18957,-5.4917,-75.9015,29,4.6,36,37964700000.0
18958,-17.2135,-69.4907,223,4.5,20,71909500000.0
18959,-14.3604,-76.0532,42,4.9,29,82972500000.0
18960,-6.1229,-75.2343,49,4.9,36,37964700000.0
18961,-11.0224,-79.2959,37,5.2,0,291359135593.2201
18962,-15.7458,-74.0292,86,4.7,29,82972500000.0
18963,-6.2323,-75.9934,45,4.5,36,37964700000.0
18964,-12.4371,-78.0698,23,5.1,18,22450590000.0
18965,-8.8367,-74.6594,151,4.9,32,15037537500.0
18966,-7.0978,-80.4237,26,5.7,13,43009540000.0
18967,-3.4147,-80.7762,29,4.8,13,43009540000.0
18968,-7.0709,-80.3934,27,4.5,13,43009540000.0
18969,-14.3923,-75.7168,53,5.3,29,82972500000.0
18970,-5.3799,-76.661,104,4.8,36,37964700000.0
18971,-11.2329,-73.4515,34,4.6,8,167976388949.99994
18972,-9.1971,-79.0997,46,4.6,10,55328000000.0
18973,-12.4378,-78.0856,14,5.3,18,22450590000.0
18974,-17.3744,-71.2137,61,4.6,20,71909500000.0
18975,-13.6437,-76.5325,52,5.3,22,87387300000.0
18976,-6.1978,-81.3456,16,4.5,13,43009540000.0
18977,-10.582,-75.408,145,4.7,8,167976388949.99994
18978,-9.9447,-74.7587,24,4.6,8,167976388949.99994
18979,-14.4519,-75.7408,54,5.0,29,82972500000.0
18980,-17.1102,-69.8804,234,4.5,20,71909500000.0
18981,-10.097,-75.5979,15,4.6,8,167976388949.99994
18982,-16.0325,-75.1834,14,4.7,29,82972500000.0
18983,-11.8219,-77.1356,69,4.9,0,291359135593.2201
18984,-8.612,-74.9389,142,5.2,32,15037537500.0
18985,-5.0516,-81.3317,29,5.0,13,43009540000.0
18986,-9.3337,-75.6789,25,5.4,32,15037537500.0
18987,-12.8878,-76.9884,52,5.0,22,87387300000.0
18988,-14.4885,-74.3946,99,4.7,29,82972500000.0
18989,-5.1087,-76.8848,115,4.5,36,37964700000.0
18990,-5.134,-76.8672,113,4.7,36,37964700000.0
18991,-8.6859,-74.6725,138,4.9,32,15037537500.0
18992,-4.3953,-77.2293,135,4.8,36,37964700000.0
18993,-12.0333,-77.6595,52,5.3,0,291359135593.2201
18994,-9.4255,-75.5698,7,5.0,32,15037537500.0
18995,-15.7793,-71.4436,153,4.5,20,71909500000.0
18996,-8.4616,-74.3748,152,4.5,32,15037537500.0
18997,-14.3312,-76.4341,22,4.5,29,82972500000.0
18998,-16.0305,-71.5778,145,4.5,20,71909500000.0
18999,-14.7409,-76.2809,41,4.5,29,82972500000.0
19000,-11.2976,-77.8834,65,4.5,0,291359135593.2201
19001,-14.5437,-73.9639,94,4.5,29,82972500000.0
19002,-16.7514,-71.7049,25,4.7,20,71909500000.0
19003,-12.515,-75.7978,117,4.8,38,259756250000.0
19004,-15.996,-74.1835,18,4.9,29,82972500000.0
19005,-8.3789,-74.4837,174,4.8,32,15037537500.0
19006,-8.3799,-79.9808,27,4.6,13,43009540000.0
19007,-8.7099,-74.6719,150,4.6,32,15037537500.0
19008,-5.1819,-77.4148,130,4.5,36,37964700000.0
19009,-14.9718,-74.7025,100,4.5,29,82972500000.0
19010,-12.3103,-75.0082,102,4.5,8,167976388949.99994
19011,-6.1908,-78.9492,40,4.7,13,43009540000.0
19012,-12.7673,-75.1048,98,4.5,8,167976388949.99994
19013,-11.4963,-77.9581,40,4.9,0,291359135593.2201
19014,-8.6897,-76.0825,134,4.9,32,15037537500.0
19015,-14.9002,-74.3689,88,4.5,29,82972500000.0
19016,-15.5808,-70.4924,236,4.5,20,71909500000.0
19017,-12.2992,-77.0423,48,4.5,6,174762720000.0
19018,-16.3259,-73.0502,85,4.7,20,71909500000.0
19019,-3.2674,-75.8548,149,4.6,36,37964700000.0
19020,-8.7735,-79.7434,29,4.5,13,43009540000.0
19021,-12.1838,-77.2746,41,4.7,18,22450590000.0
19022,-15.9801,-73.2754,91,4.8,20,71909500000.0
19023,-15.3685,-75.4341,38,4.5,29,82972500000.0
19024,-15.7554,-74.5786,58,4.8,29,82972500000.0
19025,-17.3677,-71.5289,46,4.6,20,71909500000.0
19026,-14.151,-74.4711,109,4.5,29,82972500000.0
19027,-17.2763,-70.4579,137,4.9,20,71909500000.0
19028,-11.5047,-76.1985,137,5.0,38,259756250000.0
19029,-10.0378,-75.2046,145,4.6,8,167976388949.99994
19030,-6.5038,-80.6675,10,4.6,13,43009540000.0
19031,-17.3598,-71.2451,74,4.7,20,71909500000.0
19032,-14.8849,-73.6843,108,5.3,29,82972500000.0
19033,-8.5824,-75.888,113,4.6,32,15037537500.0
19034,-16.6401,-72.3809,79,4.5,20,71909500000.0
19035,-8.8801,-75.112,61,4.8,32,15037537500.0
19036,-8.5359,-74.6885,148,5.6,32,15037537500.0
19037,-13.0441,-76.5991,60,4.6,22,87387300000.0
19038,-3.857,-80.3655,42,4.5,13,43009540000.0
19039,-10.0548,-80.1197,31,4.9,10,55328000000.0
19040,-11.9262,-76.4779,106,4.8,38,259756250000.0
19041,-16.0435,-72.5473,34,4.5,20,71909500000.0
19042,-17.1702,-72.2889,41,4.5,20,71909500000.0
19043,-10.8822,-73.5935,17,4.7,8,167976388949.99994
19044,-17.8302,-69.7136,170,4.7,20,71909500000.0
19045,-18.047,-71.5637,31,4.5,20,71909500000.0
19046,-14.7011,-75.562,40,4.8,29,82972500000.0
19047,-16.5448,-72.6031,67,4.5,20,71909500000.0
19048,-8.6304,-74.7105,156,4.5,32,15037537500.0
19049,-9.8653,-79.5511,36,4.4,10,55328000000.0
19050,-8.7782,-74.635,141,5.0,32,15037537500.0
19051,-14.5418,-75.7999,52,5.3,29,82972500000.0
19052,-18.2576,-70.1936,122,4.5,20,71909500000.0
19053,-13.5899,-76.766,13,4.9,22,87387300000.0
19054,-15.2347,-73.9697,104,4.5,29,82972500000.0
19055,-13.9833,-75.7617,60,4.5,29,82972500000.0
19056,-17.7073,-70.5091,112,4.8,20,71909500000.0
19057,-15.5427,-73.3709,109,4.5,20,71909500000.0
19058,-10.7036,-74.7837,31,5.3,8,167976388949.99994
19059,-9.9296,-75.047,18,4.6,8,167976388949.99994
19060,-17.3423,-69.8088,181,4.5,20,71909500000.0
19061,-10.1884,-75.2645,155,4.7,8,167976388949.99994
19062,-15.7849,-70.8126,211,4.5,20,71909500000.0
19063,-3.4891,-77.7678,48,4.6,36,37964700000.0
19064,-17.7676,-69.8261,161,4.5,20,71909500000.0
19065,-5.7261,-80.399,52,4.7,13,43009540000.0
19066,-15.3199,-75.5983,9,5.1,29,82972500000.0
19067,-17.6479,-69.952,187,4.6,20,71909500000.0
19068,-15.4603,-75.7004,31,4.9,29,82972500000.0
19069,-11.6809,-77.6746,50,4.7,0,291359135593.2201
19070,-15.4885,-75.7324,38,4.7,29,82972500000.0
19071,-13.8535,-75.733,47,4.5,29,82972500000.0
19072,-11.2361,-78.5071,19,4.6,0,291359135593.2201
19073,-16.752,-72.8914,49,4.7,20,71909500000.0
19074,-10.4236,-76.2213,135,4.7,38,259756250000.0
19075,-13.257,-75.0497,45,4.5,29,82972500000.0
19076,-17.3637,-71.0692,84,4.6,20,71909500000.0
19077,-14.1511,-74.7413,106,4.6,29,82972500000.0
19078,-10.5072,-78.3677,50,4.5,10,55328000000.0
19079,-16.692,-70.0756,203,4.6,20,71909500000.0
19080,-8.9936,-75.5125,45,4.5,32,15037537500.0
19081,-16.1722,-72.2389,129,4.5,20,71909500000.0
19082,-9.7872,-78.4544,102,4.9,10,55328000000.0
19083,-9.0961,-75.5328,37,4.5,32,15037537500.0
19084,-8.2519,-80.1397,12,5.1,13,43009540000.0
19085,-15.121,-74.2109,94,4.7,29,82972500000.0
19086,-14.4817,-75.7736,53,4.8,29,82972500000.0
19087,-8.3145,-80.1179,45,5.2,13,43009540000.0
19088,-9.4342,-76.0141,139,4.9,32,15037537500.0
19089,-8.9196,-74.5337,182,5.1,32,15037537500.0
19090,-8.3506,-80.0024,30,4.9,13,43009540000.0
19091,-9.871,-74.8133,42,4.7,8,167976388949.99994
19092,-15.3401,-74.97,58,4.6,29,82972500000.0
19093,-10.9689,-74.6731,152,4.5,8,167976388949.99994
19094,-7.7828,-80.2804,10,4.6,13,43009540000.0
19095,-7.581,-80.415,28,4.7,13,43009540000.0
19096,-17.3193,-70.0004,211,4.5,20,71909500000.0
19097,-9.2458,-75.9404,137,4.5,32,15037537500.0
19098,-15.4308,-70.8976,4,4.9,20,71909500000.0
19099,-6.4131,-75.3306,103,4.8,36,37964700000.0
19100,-15.4393,-70.9316,10,6.2,20,71909500000.0
19101,-15.2994,-70.9761,8,4.6,20,71909500000.0
19102,-15.4237,-70.8632,11,4.6,20,71909500000.0
19103,-15.4135,-70.8745,9,4.5,20,71909500000.0
19104,-15.3523,-70.9194,16,5.2,20,71909500000.0
19105,-15.3873,-70.878,8,4.5,20,71909500000.0
19106,-15.9322,-75.3624,34,4.7,29,82972500000.0
19107,-15.3378,-70.9546,12,4.7,20,71909500000.0
19108,-15.2523,-70.9894,11,4.7,20,71909500000.0
19109,-15.3842,-70.8711,9,4.8,20,71909500000.0
19110,-16.3811,-73.3474,40,4.8,20,71909500000.0
19111,-11.4244,-74.9909,129,4.6,8,167976388949.99994
19112,-15.4058,-70.8689,26,4.8,20,71909500000.0
19113,-18.064,-72.0033,19,4.6,20,71909500000.0
19114,-18.476,-71.4609,42,4.6,20,71909500000.0
19115,-11.453,-78.0756,54,4.6,0,291359135593.2201
19116,-10.8339,-75.5269,10,4.8,8,167976388949.99994
19117,-15.4767,-70.9186,10,4.9,20,71909500000.0
19118,-17.7541,-69.7716,167,4.9,20,71909500000.0
19119,-14.6867,-76.3424,13,4.9,29,82972500000.0
19120,-5.3445,-77.0446,106,4.5,36,37964700000.0
19121,-14.1993,-76.0187,52,4.9,29,82972500000.0
19122,-17.5409,-70.2626,18,4.5,20,71909500000.0
19123,-5.2794,-78.8856,17,5.2,13,43009540000.0
19124,-17.9154,-71.561,22,4.6,20,71909500000.0
19125,-18.4346,-71.4494,11,4.6,20,71909500000.0
19126,-15.5493,-75.1179,46,4.6,29,82972500000.0
19127,-10.9425,-78.3221,41,5.2,0,291359135593.2201
19128,-18.5809,-70.097,100,4.5,20,71909500000.0
19129,-11.4648,-78.3193,53,4.7,0,291359135593.2201
19130,-14.6403,-74.4012,107,4.8,29,82972500000.0
19131,-15.1932,-72.2912,134,4.5,20,71909500000.0
19132,-6.0794,-80.6717,27,4.5,13,43009540000.0
19133,-8.7385,-80.0994,26,4.5,13,43009540000.0
19134,-10.4104,-78.8896,27,4.8,10,55328000000.0
19135,-14.2186,-72.8846,122,4.5,34,66667680000.0
19136,-12.4981,-75.3255,96,4.6,8,167976388949.99994
19137,-15.8738,-72.2459,121,4.5,20,71909500000.0
19138,-15.3264,-75.758,17,4.8,29,82972500000.0
19139,-15.5815,-74.6481,66,4.9,29,82972500000.0
19140,-17.4651,-73.5248,13,4.5,20,71909500000.0
19141,-15.7546,-74.601,64,5.0,29,82972500000.0
19142,-15.4269,-70.8447,21,5.0,20,71909500000.0
19143,-2.8723,-80.3046,101,5.0,13,43009540000.0
19144,-11.1556,-73.4451,13,4.6,8,167976388949.99994
19145,-15.6358,-75.011,25,4.8,29,82972500000.0
19146,-8.4345,-75.0509,139,4.5,32,15037537500.0
19147,-11.0079,-79.2533,35,5.9,0,291359135593.2201
19148,-11.0736,-78.3846,51,4.5,0,291359135593.2201
19149,-15.4143,-75.4234,35,4.5,29,82972500000.0
19150,-9.9749,-71.2921,517,6.2,34,66667680000.0
19151,-14.4809,-72.2482,113,4.7,20,71909500000.0
19152,-17.4897,-73.2524,26,4.6,20,71909500000.0
19153,-3.2905,-80.9308,34,4.6,13,43009540000.0
19154,-8.9452,-77.8169,147,4.5,32,15037537500.0
19155,-18.125,-70.6606,52,4.5,20,71909500000.0
19156,-10.893,-78.361,26,4.7,0,291359135593.2201
19157,-13.6856,-75.3304,98,5.7,29,82972500000.0
19158,-15.3246,-74.8351,91,4.6,29,82972500000.0
19159,-16.5223,-72.4195,100,4.5,20,71909500000.0
19160,-18.1103,-69.8253,139,4.9,20,71909500000.0
19161,-6.1915,-81.9113,34,4.7,13,43009540000.0
19162,-12.7325,-77.7986,26,5.3,6,174762720000.0
19163,-4.665,-76.2878,137,4.6,36,37964700000.0
19164,-16.5435,-72.4962,89,4.7,20,71909500000.0
19165,-8.5817,-75.0094,123,4.6,32,15037537500.0
19166,-16.4714,-73.5149,19,4.5,20,71909500000.0
19167,-13.2266,-76.6102,55,4.8,22,87387300000.0
19168,-10.9959,-78.3272,27,4.8,0,291359135593.2201
19169,-3.4323,-79.9957,77,4.6,13,43009540000.0
19170,-17.9569,-71.585,16,4.5,20,71909500000.0
19171,-7.2085,-74.7861,151,5.1,36,37964700000.0
19172,-6.6772,-75.7869,115,5.0,36,37964700000.0
19173,-8.6629,-74.6989,183,5.1,32,15037537500.0
19174,-8.943,-76.0702,8,4.5,32,15037537500.0
19175,-7.7298,-75.7779,26,4.7,32,15037537500.0
19176,-15.133,-72.665,128,4.6,20,71909500000.0
19177,-11.005,-73.4426,8,4.5,8,167976388949.99994
19178,-14.5383,-75.5443,47,4.6,29,82972500000.0
19179,-15.0016,-72.1076,137,4.6,20,71909500000.0
19180,-17.7147,-71.2534,36,5.0,20,71909500000.0
19181,-11.4293,-77.3915,79,4.5,0,291359135593.2201
19182,-12.9721,-76.8416,45,4.9,22,87387300000.0
19183,-4.9249,-76.4678,118,6.1,36,37964700000.0
19184,-17.0843,-69.547,222,4.5,20,71909500000.0
19185,-3.4337,-77.7166,77,4.6,36,37964700000.0
19186,-13.7508,-74.7852,51,4.5,29,82972500000.0
19187,-16.4462,-71.5052,126,4.5,20,71909500000.0
19188,-10.0319,-79.9718,3,4.6,10,55328000000.0
19189,-17.1061,-73.3911,27,4.7,20,71909500000.0
19190,-13.4277,-76.4272,58,4.7,22,87387300000.0
19191,-17.4729,-70.0555,171,4.5,20,71909500000.0
19192,-18.5724,-69.7665,120,4.5,20,71909500000.0
19193,-9.2961,-79.2481,33,4.8,10,55328000000.0
19194,-6.3699,-76.5209,110,4.6,36,37964700000.0
19195,-11.4853,-78.579,28,5.4,0,291359135593.2201
19196,-16.9565,-69.7042,218,4.7,20,71909500000.0
19197,-14.744,-75.4573,23,4.7,29,82972500000.0
19198,-2.9711,-80.6705,44,4.9,13,43009540000.0
19199,-4.251,-77.0565,107,4.8,36,37964700000.0
19200,-7.7498,-75.5128,138,5.3,32,15037537500.0
19201,-14.6598,-75.595,41,4.7,29,82972500000.0
19202,-9.364,-75.5752,14,4.5,32,15037537500.0
19203,-15.9971,-74.6016,31,4.5,29,82972500000.0
19204,-8.4451,-73.4318,185,4.9,8,167976388949.99994
19205,-16.9772,-71.7373,37,4.9,20,71909500000.0
19206,-15.7373,-71.8335,12,4.9,20,71909500000.0
19207,-7.921,-76.17,131,4.6,32,15037537500.0
19208,-15.9605,-74.2215,67,5.0,29,82972500000.0
19209,-16.1244,-74.2924,32,4.9,29,82972500000.0
19210,-5.8153,-81.0354,23,4.5,13,43009540000.0
19211,-4.642,-76.253,130,4.7,36,37964700000.0
19212,-16.0862,-71.8505,132,4.5,20,71909500000.0
19213,-14.5015,-76.3696,21,4.6,29,82972500000.0
19214,-15.7327,-71.8679,7,4.9,20,71909500000.0
19215,-14.9567,-76.2636,47,4.6,29,82972500000.0
19216,-14.9531,-76.2856,49,4.6,29,82972500000.0
19217,-14.9977,-76.3505,39,4.8,29,82972500000.0
19218,-16.8947,-74.1645,11,4.5,20,71909500000.0
19219,-3.8017,-76.7451,119,4.6,36,37964700000.0
19220,-3.9056,-77.2545,51,4.8,36,37964700000.0
19221,-16.0512,-73.4572,71,4.5,20,71909500000.0
19222,-14.3529,-75.5108,47,4.5,29,82972500000.0
19223,-9.969,-79.0982,30,5.0,10,55328000000.0
19224,-14.2707,-75.2816,50,4.5,29,82972500000.0
19225,-8.739,-75.8015,111,4.6,32,15037537500.0
19226,-6.4984,-75.3072,39,4.9,36,37964700000.0
19227,-15.3648,-73.9653,98,4.7,29,82972500000.0
19228,-12.3367,-77.6385,21,4.9,18,22450590000.0
19229,-15.4927,-70.363,246,5.2,20,71909500000.0
