,latitud,longitud,profundidad (km),magnitud (M),distrito,gasto por daño
0,-16.145,-72.144,60,7.5,20,71909500000.0
1,-15.0,-75.0,70,7.0,29,82972500000.0
2,-14.5,-74.5,150,6.4,29,82972500000.0
3,-12.5,-68.5,300,5.8,20,71909500000.0
4,-5.5,-77.5,100,5.7,36,37964700000.0
5,-8.5,-74.5,136,5.3,32,15037537500.0
6,-17.5,-70.0,150,5.9,20,71909500000.0
7,-16.389,-73.817,80,6.2,20,71909500000.0
8,-14.5,-73.5,100,6.1,34,66667680000.0
9,-18.0,-71.5,100,5.0,20,71909500000.0
10,-9.0,-72.5,60,5.8,8,167976388949.99994
11,-8.0,-71.0,600,6.2,8,167976388949.99994
12,-15.0,-70.5,200,5.9,20,71909500000.0
13,-7.0,-80.0,33,5.3,13,43009540000.0
14,-2.5,-77.5,200,5.8,36,37964700000.0
15,-15.0,-75.51,67,5.7,29,82972500000.0
16,-15.2,-76.2,91,5.4,29,82972500000.0
17,-3.0,-75.9,146,6.4,36,37964700000.0
18,-16.0,-72.9,115,5.3,20,71909500000.0
19,-14.4,-71.6,55,5.3,20,71909500000.0
20,-16.1,-71.9,114,5.6,20,71909500000.0
21,-5.6,-80.9,60,6.8,13,43009540000.0
22,-16.0,-74.0,33,5.8,29,82972500000.0
23,-15.2,-73.5,28,5.2,29,82972500000.0
24,-16.2,-72.9,147,5.2,20,71909500000.0
25,-17.0,-70.0,47,5.6,20,71909500000.0
26,-15.9,-73.1,135,5.1,20,71909500000.0
27,-13.6,-76.3,86,6.0,29,82972500000.0
28,-10.4,-71.0,600,6.0,34,66667680000.0
29,-11.1,-78.8,60,5.0,0,291359135593.2201
30,-18.3,-70.2,29,5.3,20,71909500000.0
31,-13.2,-75.1,83,6.2,29,82972500000.0
32,-18.1,-70.3,60,5.3,20,71909500000.0
33,-12.0,-75.3,29,5.5,8,167976388949.99994
34,-15.3,-74.8,68,5.8,29,82972500000.0
35,-8.7,-79.1,57,5.8,10,55328000000.0
36,-6.2,-77.1,15,5.8,36,37964700000.0
37,-2.287,-77.035,142,6.6,36,37964700000.0
38,-17.4,-72.7,46,5.6,20,71909500000.0
39,-10.8,-71.0,649,7.0,34,66667680000.0
40,-11.5,-70.6,630,6.1,34,66667680000.0
41,-15.2,-70.2,185,5.3,20,71909500000.0
42,-14.1,-73.9,100,4.8,34,66667680000.0
43,-3.9,-77.8,33,5.5,36,37964700000.0
44,-10.4,-70.7,605,7.1,34,66667680000.0
45,-10.5,-70.7,629,7.5,34,66667680000.0
46,-10.9,-79.1,45,4.8,10,55328000000.0
47,-11.1,-70.6,543,5.6,34,66667680000.0
48,-13.3,-75.5,137,5.3,29,82972500000.0
49,-13.98,-71.9,20,5.2,34,66667680000.0
50,-14.3,-71.9,68,5.6,20,71909500000.0
51,-5.6,-80.3,61,6.1,13,43009540000.0
52,-7.2,-76.4,33,5.8,36,37964700000.0
53,-14.9,-75.7,39,5.3,29,82972500000.0
54,-5.7,-80.9,33,6.1,13,43009540000.0
55,-18.1,-70.6,77,5.3,20,71909500000.0
56,-15.7,-69.6,190,4.6,20,71909500000.0
57,-15.7,-74.3,64,5.9,29,82972500000.0
58,-13.9,-72.6,91,5.0,34,66667680000.0
59,-16.8,-73.5,33,5.1,20,71909500000.0
60,-14.9,-70.7,119,5.1,20,71909500000.0
61,-10.0,-79.0,39,6.7,10,55328000000.0
62,-9.3,-78.9,80,5.9,10,55328000000.0
63,-14.3,-75.5,100,5.2,29,82972500000.0
64,-16.3,-75.0,33,5.3,29,82972500000.0
65,-17.5,-70.4,92,5.7,20,71909500000.0
66,-17.4,-69.8,145,5.3,20,71909500000.0
67,-15.6,-73.4,98,5.3,20,71909500000.0
68,-15.5,-76.1,33,5.2,29,82972500000.0
69,-15.5,-73.1,137,5.2,20,71909500000.0
70,-13.8,-76.7,61,4.8,22,87387300000.0
71,-17.1,-70.5,33,6.0,20,71909500000.0
72,-17.2,-69.7,153,5.3,20,71909500000.0
73,-15.1,-75.4,44,5.3,29,82972500000.0
74,-8.7,-79.8,45,6.2,13,43009540000.0
75,-15.262,-75.512,20,5.9,29,82972500000.0
76,-8.4,-78.7,80,5.1,32,15037537500.0
77,-3.9,-76.8,102,6.0,36,37964700000.0
78,-10.7,-79.0,21,4.9,10,55328000000.0
79,-8.3,-75.1,124,5.8,32,15037537500.0
80,-11.6,-75.0,47,4.9,8,167976388949.99994
81,-9.1,-77.1,33,4.6,32,15037537500.0
82,-8.5,-80.1,33,5.2,13,43009540000.0
83,-15.1,-72.5,97,5.3,20,71909500000.0
84,-15.1,-73.6,105,5.5,29,82972500000.0
85,-4.5,-81.6,23,5.6,13,43009540000.0
86,-15.8,-75.3,40,5.3,29,82972500000.0
87,-4.5,-81.5,22,5.8,13,43009540000.0
88,-6.6,-81.2,31,5.5,13,43009540000.0
89,-10.8,-78.5,32,5.8,10,55328000000.0
90,-4.8,-78.4,33,4.9,36,37964700000.0
91,-16.3,-73.0,95,5.0,20,71909500000.0
92,-18.0,-69.9,159,4.8,20,71909500000.0
93,-6.2,-76.5,125,6.9,36,37964700000.0
94,-11.7,-78.1,10,5.3,0,291359135593.2201
95,-8.3,-80.0,9,5.4,13,43009540000.0
96,-8.0,-74.4,143,4.9,32,15037537500.0
97,-14.1,-73.9,94,5.4,34,66667680000.0
98,-16.9,-72.4,47,5.1,20,71909500000.0
99,-5.5,-81.2,33,5.1,13,43009540000.0
100,-5.3,-78.5,33,4.9,36,37964700000.0
101,-4.9,-81.2,45,4.6,13,43009540000.0
102,-15.3,-69.4,179,4.5,20,71909500000.0
103,-15.9,-75.2,33,4.7,29,82972500000.0
104,-11.7,-77.6,33,4.7,0,291359135593.2201
105,-7.3,-75.2,43,4.8,36,37964700000.0
106,-8.8,-77.9,94,4.7,32,15037537500.0
107,-11.6,-77.5,55,6.0,0,291359135593.2201
108,-3.2,-77.8,65,4.7,36,37964700000.0
109,-16.3,-72.2,90,4.6,20,71909500000.0
110,-12.5,-73.7,79,4.9,34,66667680000.0
111,-9.7,-78.5,62,5.3,10,55328000000.0
112,-15.0,-71.8,100,4.6,20,71909500000.0
113,-4.1,-80.9,34,5.1,13,43009540000.0
114,-9.9,-79.0,31,5.2,10,55328000000.0
115,-10.0,-78.6,80,4.9,10,55328000000.0
116,-13.8,-69.3,543,7.8,20,71909500000.0
117,-14.2,-71.9,31,5.0,20,71909500000.0
118,-17.7,-70.1,158,4.7,20,71909500000.0
119,-7.1,-81.6,23,7.0,13,43009540000.0
120,-15.9,-74.4,53,4.6,29,82972500000.0
121,-14.1,-76.4,41,4.9,29,82972500000.0
122,-14.6,-73.6,176,4.5,34,66667680000.0
123,-10.783,-78.269,61,6.7,10,55328000000.0
124,-11.3,-77.6,33,4.9,0,291359135593.2201
125,-10.754,-78.239,80,6.2,10,55328000000.0
126,-9.0,-75.0,82,4.6,32,15037537500.0
127,-12.9,-76.8,69,5.7,22,87387300000.0
128,-18.3,-71.2,78,4.9,20,71909500000.0
129,-14.7,-71.7,121,4.7,20,71909500000.0
130,-13.6,-76.9,38,4.6,22,87387300000.0
131,-4.8,-77.9,20,5.6,36,37964700000.0
132,-4.9,-77.7,60,4.9,36,37964700000.0
133,-12.5,-74.7,105,4.8,8,167976388949.99994
134,-3.5,-77.8,18,6.2,36,37964700000.0
135,-4.3,-78.3,146,4.7,36,37964700000.0
136,-15.6,-73.3,112,5.2,20,71909500000.0
137,-3.7,-78.3,33,4.9,36,37964700000.0
138,-15.0,-75.8,52,4.5,29,82972500000.0
139,-12.8,-73.9,86,4.9,34,66667680000.0
140,-4.2,-77.7,170,4.6,36,37964700000.0
141,-16.7,-69.7,174,5.1,20,71909500000.0
142,-3.7,-78.2,33,4.9,36,37964700000.0
143,-9.127,-71.483,591,7.6,8,167976388949.99994
144,-8.976,-71.171,594,6.3,8,167976388949.99994
145,-15.8,-72.4,33,4.5,20,71909500000.0
146,-4.7,-76.8,152,4.8,36,37964700000.0
147,-16.5,-74.5,54,4.8,29,82972500000.0
148,-18.6,-72.2,33,4.9,20,71909500000.0
149,-16.6,-72.1,79,5.3,20,71909500000.0
150,-15.1,-73.7,124,5.1,29,82972500000.0
151,-8.3,-81.1,33,5.0,13,43009540000.0
152,-7.1,-80.4,45,4.9,13,43009540000.0
153,-7.1,-80.5,33,4.9,13,43009540000.0
154,-8.7,-79.8,33,4.9,13,43009540000.0
155,-7.4,-76.0,33,4.5,36,37964700000.0
156,-8.3,-80.8,33,4.8,13,43009540000.0
157,-9.7,-79.1,56,5.4,10,55328000000.0
158,-5.2,-80.8,55,5.5,13,43009540000.0
159,-6.6,-81.44,13,4.8,13,43009540000.0
160,-13.4,-72.7,42,4.6,34,66667680000.0
161,-18.3,-70.1,150,4.6,20,71909500000.0
162,-5.3,-76.0,106,4.7,36,37964700000.0
163,-7.98,-74.35,147,5.5,32,15037537500.0
164,-17.52,-69.79,167,4.7,20,71909500000.0
165,-11.71,-74.72,152,4.7,8,167976388949.99994
166,-3.44,-77.5,33,4.6,36,37964700000.0
167,-16.36,-71.62,116,6.2,20,71909500000.0
168,-14.82,-71.85,136,4.6,20,71909500000.0
169,-3.226,-77.77,87,5.4,36,37964700000.0
170,-4.26,-80.8,100,4.5,13,43009540000.0
171,-4.0,-80.79,67,4.9,13,43009540000.0
172,-7.68,-76.0,33,4.6,36,37964700000.0
173,-7.65,-75.67,35,4.9,36,37964700000.0
174,-8.3,-78.0,33,4.9,32,15037537500.0
175,-17.16,-70.72,134,4.5,20,71909500000.0
176,-9.32,-74.54,77,4.9,8,167976388949.99994
177,-13.759,-75.62,65,4.9,29,82972500000.0
178,-7.0,-81.5,33,4.8,13,43009540000.0
179,-7.34,-79.15,36,4.8,13,43009540000.0
180,-17.29,-74.2,38,4.8,20,71909500000.0
181,-3.37,-78.0,33,5.0,36,37964700000.0
182,-18.6,-70.4,112,4.9,20,71909500000.0
183,-10.05,-78.895,37,4.7,10,55328000000.0
184,-18.2,-70.64,138,4.9,20,71909500000.0
185,-7.8,-75.4,33,4.7,32,15037537500.0
186,-15.483,-72.98,117,5.1,20,71909500000.0
187,-5.642,-77.02,116,5.5,36,37964700000.0
188,-14.196,-75.661,59,4.8,29,82972500000.0
189,-5.4,-79.4,33,4.5,13,43009540000.0
190,-5.137,-76.55,120,5.2,36,37964700000.0
191,-2.835,-80.263,35,4.9,13,43009540000.0
192,-8.714,-78.879,83,5.2,10,55328000000.0
193,-16.27,-73.4,100,4.5,20,71909500000.0
194,-18.38,-71.08,21,5.4,20,71909500000.0
195,-14.37,-75.7,68,4.6,29,82972500000.0
196,-13.787,-75.138,86,4.9,29,82972500000.0
197,-15.69,-70.46,219,4.5,20,71909500000.0
198,-15.59,-69.5,268,4.5,20,71909500000.0
199,-17.3,-70.1,127,4.7,20,71909500000.0
200,-3.408,-78.089,26,4.9,36,37964700000.0
201,-16.52,-72.2,88,4.9,20,71909500000.0
202,-14.3,-75.8,14,4.9,29,82972500000.0
203,-18.66,-72.76,28,5.2,20,71909500000.0
204,-5.79,-82.55,19,4.9,13,43009540000.0
205,-15.56,-70.86,185,4.5,20,71909500000.0
206,-12.15,-73.53,81,4.8,34,66667680000.0
207,-16.3,-69.2,235,4.6,20,71909500000.0
208,-13.404,-74.848,103,5.4,29,82972500000.0
209,-9.466,-79.739,40,4.8,10,55328000000.0
210,-5.19,-78.6,33,4.7,36,37964700000.0
211,-9.758,-76.306,121,5.7,32,15037537500.0
212,-14.93,-72.1,108,4.6,20,71909500000.0
213,-8.51,-79.305,49,4.8,13,43009540000.0
214,-4.77,-77.9,40,4.9,36,37964700000.0
215,-18.0,-71.7,80,4.6,20,71909500000.0
216,-15.29,-73.413,95,5.3,20,71909500000.0
217,-3.73,-78.1,53,5.0,36,37964700000.0
218,-14.31,-73.256,84,5.6,34,66667680000.0
219,-11.5,-74.36,7,5.0,8,167976388949.99994
220,-16.45,-72.53,81,5.7,20,71909500000.0
221,-10.24,-75.11,135,5.3,8,167976388949.99994
222,-15.98,-71.6,136,5.3,20,71909500000.0
223,-18.505,-71.392,44,5.1,20,71909500000.0
224,-17.25,-69.63,5,4.7,20,71909500000.0
225,-5.14,-78.7,33,4.6,36,37964700000.0
226,-16.764,-71.111,99,5.2,20,71909500000.0
227,-6.0,-81.3,49,4.7,13,43009540000.0
228,-7.32,-74.51,156,5.5,36,37964700000.0
229,-6.92,-75.26,15,4.9,36,37964700000.0
230,-4.797,-81.454,25,4.9,13,43009540000.0
231,-15.78,-72.945,106,5.3,20,71909500000.0
232,-5.94,-81.685,10,5.0,13,43009540000.0
233,-8.3,-74.9,125,5.0,32,15037537500.0
234,-8.53,-74.29,159,4.6,32,15037537500.0
235,-16.36,-69.35,139,4.5,20,71909500000.0
236,-9.1,-79.687,32,5.0,10,55328000000.0
237,-10.749,-75.057,151,4.9,8,167976388949.99994
238,-13.1,-75.1,117,4.7,29,82972500000.0
239,-18.001,-71.671,37,5.3,20,71909500000.0
240,-13.57,-76.8,61,5.0,22,87387300000.0
241,-13.46,-72.6,44,4.9,34,66667680000.0
242,-13.5,-72.67,54,4.9,34,66667680000.0
243,-4.011,-76.742,105,6.0,36,37964700000.0
244,-13.68,-75.34,81,5.3,29,82972500000.0
245,-18.49,-70.42,91,5.1,20,71909500000.0
246,-10.5,-75.7,94,4.8,8,167976388949.99994
247,-13.315,-75.265,94,4.8,29,82972500000.0
248,-4.87,-76.7,109,4.9,36,37964700000.0
249,-7.912,-71.367,640,5.6,8,167976388949.99994
250,-4.12,-80.28,100,4.8,13,43009540000.0
251,-15.53,-70.6,168,5.0,20,71909500000.0
252,-6.613,-76.352,132,5.2,36,37964700000.0
253,-7.15,-76.77,33,5.2,36,37964700000.0
254,-16.46,-72.87,108,4.7,20,71909500000.0
255,-9.615,-71.265,605,5.5,34,66667680000.0
256,-15.91,-71.04,69,4.9,20,71909500000.0
257,-9.687,-79.373,35,4.9,10,55328000000.0
258,-3.1,-76.7,30,4.9,36,37964700000.0
259,-15.5,-70.89,0,4.8,20,71909500000.0
260,-9.8,-80.0,26,4.9,10,55328000000.0
261,-3.32,-81.4,22,5.2,13,43009540000.0
262,-16.8,-74.9,33,4.8,29,82972500000.0
263,-9.747,-74.983,36,5.6,8,167976388949.99994
264,-5.648,-81.366,32,5.8,13,43009540000.0
265,-8.4,-74.5,33,4.7,32,15037537500.0
266,-9.478,-74.474,115,4.7,8,167976388949.99994
267,-14.379,-75.757,57,4.7,29,82972500000.0
268,-12.86,-78.58,16,5.2,18,22450590000.0
269,-5.9,-77.6,69,4.9,36,37964700000.0
270,-10.068,-71.101,585,5.5,34,66667680000.0
271,-7.52,-74.68,138,4.9,36,37964700000.0
272,-18.455,-72.71,15,5.3,20,71909500000.0
273,-13.52,-72.79,40,4.6,34,66667680000.0
274,-18.27,-71.36,68,4.5,20,71909500000.0
275,-5.799,-77.856,38,5.3,36,37964700000.0
276,-17.5,-74.9,13,5.8,20,71909500000.0
277,-18.457,-69.96,100,4.9,20,71909500000.0
278,-15.277,-72.432,118,5.0,20,71909500000.0
279,-15.935,-74.16,68,5.6,29,82972500000.0
280,-8.83,-74.413,143,5.5,32,15037537500.0
281,-3.146,-78.252,93,5.3,36,37964700000.0
282,-8.327,-79.607,35,4.7,13,43009540000.0
283,-5.72,-75.6,33,4.9,36,37964700000.0
284,-5.997,-78.642,111,5.0,36,37964700000.0
285,-13.68,-75.896,78,5.2,29,82972500000.0
286,-14.205,-76.155,70,4.7,29,82972500000.0
287,-16.53,-73.33,78,4.9,20,71909500000.0
288,-13.861,-75.861,89,5.0,29,82972500000.0
289,-13.7,-71.6,20,4.8,34,66667680000.0
290,-2.796,-77.233,112,5.2,36,37964700000.0
291,-17.335,-70.692,107,4.9,20,71909500000.0
292,-6.7,-80.9,71,4.6,13,43009540000.0
293,-14.002,-76.54,37,5.0,29,82972500000.0
294,-3.77,-80.76,30,4.9,13,43009540000.0
295,-10.1,-74.4,33,4.6,8,167976388949.99994
296,-13.9,-76.4,82,4.7,29,82972500000.0
297,-9.166,-78.961,72,4.8,10,55328000000.0
298,-13.74,-71.6,73,4.7,34,66667680000.0
299,-4.01,-78.2,33,4.7,36,37964700000.0
300,-4.67,-80.6,33,4.7,13,43009540000.0
301,-11.217,-73.661,111,5.6,8,167976388949.99994
302,-3.67,-77.89,25,4.9,36,37964700000.0
303,-18.375,-70.133,85,5.3,20,71909500000.0
304,-15.62,-70.61,191,4.8,20,71909500000.0
305,-9.124,-72.975,49,4.9,8,167976388949.99994
306,-2.634,-77.018,121,5.3,36,37964700000.0
307,-14.638,-75.948,38,4.5,29,82972500000.0
308,-7.65,-76.93,42,4.9,36,37964700000.0
309,-7.75,-76.9,49,4.9,36,37964700000.0
310,-9.7,-79.7,33,4.8,10,55328000000.0
311,-7.7,-80.8,33,4.9,13,43009540000.0
312,-13.2,-75.1,102,4.5,29,82972500000.0
313,-3.2,-77.7,90,4.9,36,37964700000.0
314,-17.65,-69.42,141,5.3,20,71909500000.0
315,-6.6,-80.9,36,4.9,13,43009540000.0
316,-8.868,-79.43,48,5.5,10,55328000000.0
317,-3.5,-78.1,33,4.7,36,37964700000.0
318,-15.7,-73.9,92,4.6,29,82972500000.0
319,-18.139,-70.823,74,5.6,20,71909500000.0
320,-15.1,-70.8,192,4.6,20,71909500000.0
321,-4.88,-80.9,66,4.5,13,43009540000.0
322,-16.7,-71.4,97,4.6,20,71909500000.0
323,-7.429,-81.365,27,6.0,13,43009540000.0
324,-9.2,-78.7,70,4.9,10,55328000000.0
325,-4.34,-81.08,38,5.6,13,43009540000.0
326,-7.86,-74.57,146,4.9,32,15037537500.0
327,-13.1,-75.2,107,4.7,29,82972500000.0
328,-17.599,-69.771,143,5.2,20,71909500000.0
329,-9.3,-75.9,31,4.9,32,15037537500.0
330,-11.1,-73.8,99,4.8,8,167976388949.99994
331,-11.4,-75.3,33,4.6,8,167976388949.99994
332,-12.09,-72.57,72,4.8,34,66667680000.0
333,-9.89,-76.1,142,5.2,32,15037537500.0
334,-17.2,-70.7,141,4.8,20,71909500000.0
335,-16.33,-74.916,30,5.0,29,82972500000.0
336,-17.3,-70.5,127,4.9,20,71909500000.0
337,-6.43,-74.93,138,5.3,36,37964700000.0
338,-9.44,-79.14,37,4.8,10,55328000000.0
339,-13.0,-70.3,37,4.8,20,71909500000.0
340,-10.9,-75.0,33,4.7,8,167976388949.99994
341,-9.8,-74.9,122,4.9,8,167976388949.99994
342,-8.263,-75.895,140,5.3,32,15037537500.0
343,-7.7,-74.6,140,4.8,32,15037537500.0
344,-3.6,-77.35,146,4.5,36,37964700000.0
345,-16.1,-73.5,106,4.9,20,71909500000.0
346,-8.5,-74.4,112,4.7,32,15037537500.0
347,-9.121,-71.303,592,6.1,8,167976388949.99994
348,-9.299,-79.099,20,4.9,10,55328000000.0
349,-17.89,-69.52,143,4.8,20,71909500000.0
350,-11.3,-73.5,80,4.7,8,167976388949.99994
351,-18.1,-70.7,93,4.9,20,71909500000.0
352,-9.5,-74.8,125,4.9,8,167976388949.99994
353,-4.7,-77.14,123,4.9,36,37964700000.0
354,-6.075,-78.714,28,5.6,36,37964700000.0
355,-6.8,-80.1,33,4.6,13,43009540000.0
356,-18.427,-71.292,26,4.9,20,71909500000.0
357,-8.34,-74.15,179,5.3,32,15037537500.0
358,-16.471,-69.594,192,5.3,20,71909500000.0
359,-3.525,-77.881,30,5.1,36,37964700000.0
360,-4.5,-79.9,89,4.9,13,43009540000.0
361,-3.5,-78.2,42,4.9,36,37964700000.0
362,-15.5,-74.7,79,4.8,29,82972500000.0
363,-6.483,-81.163,10,4.9,13,43009540000.0
364,-6.4,-81.3,33,4.7,13,43009540000.0
365,-18.347,-70.957,71,4.9,20,71909500000.0
366,-14.855,-73.509,94,5.3,34,66667680000.0
367,-3.191,-77.159,19,5.7,36,37964700000.0
368,-3.24,-77.158,51,5.0,36,37964700000.0
369,-16.691,-71.154,104,6.2,20,71909500000.0
370,-7.91,-74.4,167,5.0,32,15037537500.0
371,-15.311,-70.831,178,5.4,20,71909500000.0
372,-10.85,-75.71,33,4.9,8,167976388949.99994
373,-2.311,-77.044,156,5.0,36,37964700000.0
374,-8.338,-74.043,160,5.1,32,15037537500.0
375,-11.6,-75.93,104,4.8,38,259756250000.0
376,-3.52,-80.91,56,4.9,13,43009540000.0
377,-17.856,-71.354,54,5.3,20,71909500000.0
378,-14.833,-75.652,40,5.0,29,82972500000.0
379,-10.34,-74.7,95,4.7,8,167976388949.99994
380,-3.6,-81.2,33,4.9,13,43009540000.0
381,-15.0,-73.9,73,5.3,29,82972500000.0
382,-16.74,-72.5,76,4.9,20,71909500000.0
383,-15.395,-75.349,40,5.8,29,82972500000.0
384,-16.584,-73.732,40,5.0,20,71909500000.0
385,-13.38,-75.521,101,4.9,29,82972500000.0
386,-9.844,-75.56,39,5.2,32,15037537500.0
387,-15.36,-72.69,123,5.3,20,71909500000.0
388,-3.48,-77.6,33,4.6,36,37964700000.0
389,-15.3,-75.9,22,4.9,29,82972500000.0
390,-15.4,-76.0,13,4.6,29,82972500000.0
391,-14.4,-73.9,85,4.6,34,66667680000.0
392,-7.382,-74.873,140,5.3,36,37964700000.0
393,-10.2,-79.1,48,4.9,10,55328000000.0
394,-3.979,-80.85,43,5.6,13,43009540000.0
395,-3.986,-80.773,32,5.6,13,43009540000.0
396,-3.9,-80.4,72,4.6,13,43009540000.0
397,-3.682,-80.582,26,4.7,13,43009540000.0
398,-4.164,-81.001,30,4.9,13,43009540000.0
399,-10.47,-79.6,42,5.0,10,55328000000.0
400,-3.75,-81.78,5,4.6,13,43009540000.0
401,-17.68,-69.64,141,4.7,20,71909500000.0
402,-17.66,-70.71,60,4.9,20,71909500000.0
403,-6.69,-75.76,48,4.9,36,37964700000.0
404,-8.438,-74.222,158,6.8,32,15037537500.0
405,-8.377,-74.178,159,5.1,32,15037537500.0
406,-17.06,-69.63,181,4.6,20,71909500000.0
407,-16.8,-69.5,152,4.8,20,71909500000.0
408,-5.21,-76.1,101,4.8,36,37964700000.0
409,-7.12,-74.46,152,4.5,36,37964700000.0
410,-15.43,-70.83,214,4.8,20,71909500000.0
411,-17.69,-71.5,72,4.8,20,71909500000.0
412,-8.107,-74.387,156,4.9,32,15037537500.0
413,-17.7,-70.6,73,4.7,20,71909500000.0
414,-9.48,-77.07,161,4.7,32,15037537500.0
415,-17.16,-73.07,38,4.6,20,71909500000.0
416,-8.651,-74.41,170,5.1,32,15037537500.0
417,-16.56,-73.52,83,4.8,20,71909500000.0
418,-15.712,-71.799,137,5.0,20,71909500000.0
419,-14.4,-76.0,43,4.7,29,82972500000.0
420,-16.1,-74.9,8,4.7,29,82972500000.0
421,-16.1,-74.7,10,4.7,29,82972500000.0
422,-6.3,-81.5,33,4.8,13,43009540000.0
423,-17.28,-70.63,126,4.7,20,71909500000.0
424,-9.8,-71.0,590,5.0,34,66667680000.0
425,-14.895,-75.891,21,6.4,29,82972500000.0
426,-14.86,-76.0,76,4.9,29,82972500000.0
427,-12.3,-74.3,27,4.5,34,66667680000.0
428,-15.107,-75.905,28,5.3,29,82972500000.0
429,-15.19,-75.91,48,5.3,29,82972500000.0
430,-15.43,-76.106,20,5.0,29,82972500000.0
431,-14.879,-76.22,22,5.3,29,82972500000.0
432,-14.93,-76.4,28,4.9,29,82972500000.0
433,-14.7,-76.1,49,4.9,29,82972500000.0
434,-15.1,-75.2,97,4.5,29,82972500000.0
435,-14.919,-75.864,28,5.5,29,82972500000.0
436,-15.0,-76.0,59,4.7,29,82972500000.0
437,-16.9,-72.3,40,4.8,20,71909500000.0
438,-4.23,-77.0,101,4.9,36,37964700000.0
439,-17.19,-70.19,151,4.7,20,71909500000.0
440,-6.74,-76.8,29,5.2,36,37964700000.0
441,-15.632,-75.878,21,5.0,29,82972500000.0
442,-15.617,-75.652,27,5.3,29,82972500000.0
443,-9.9,-79.2,76,4.9,10,55328000000.0
444,-15.28,-70.77,217,4.5,20,71909500000.0
445,-6.298,-81.041,20,5.2,13,43009540000.0
446,-11.49,-75.16,119,4.9,8,167976388949.99994
447,-18.1,-71.6,47,4.7,20,71909500000.0
448,-12.59,-71.17,11,4.8,34,66667680000.0
449,-15.752,-75.742,20,4.9,29,82972500000.0
450,-17.766,-70.657,106,5.1,20,71909500000.0
451,-7.612,-74.87,147,5.3,36,37964700000.0
452,-17.5,-72.0,45,5.0,20,71909500000.0
453,-14.5,-69.2,51,4.7,20,71909500000.0
454,-3.217,-77.231,113,5.8,36,37964700000.0
455,-10.559,-77.958,84,4.9,10,55328000000.0
456,-7.69,-74.33,142,4.7,32,15037537500.0
457,-13.6,-76.7,59,4.9,22,87387300000.0
458,-11.025,-76.236,65,4.8,38,259756250000.0
459,-11.0,-78.8,49,4.6,0,291359135593.2201
460,-18.488,-71.527,36,5.0,20,71909500000.0
461,-15.781,-75.388,78,4.9,29,82972500000.0
462,-3.6,-78.1,135,4.5,36,37964700000.0
463,-17.908,-74.136,16,5.3,20,71909500000.0
464,-4.83,-76.57,179,4.8,36,37964700000.0
465,-9.4,-74.57,122,4.9,8,167976388949.99994
466,-9.083,-79.979,48,4.7,13,43009540000.0
467,-8.397,-74.138,170,5.3,32,15037537500.0
468,-16.6,-71.8,144,4.5,20,71909500000.0
469,-5.3,-78.7,72,4.8,36,37964700000.0
470,-5.04,-77.53,82,4.8,36,37964700000.0
471,-15.8,-76.3,34,4.9,29,82972500000.0
472,-15.293,-75.523,34,4.9,29,82972500000.0
473,-18.272,-69.506,119,5.4,20,71909500000.0
474,-4.7,-80.91,52,5.0,13,43009540000.0
475,-8.768,-74.236,154,5.4,8,167976388949.99994
476,-9.3,-75.95,140,4.5,32,15037537500.0
477,-13.636,-74.772,102,5.1,29,82972500000.0
478,-10.832,-78.648,37,8.0,10,55328000000.0
479,-9.428,-77.801,46,5.8,10,55328000000.0
480,-11.087,-78.637,29,5.4,0,291359135593.2201
481,-10.52,-78.544,32,5.6,10,55328000000.0
482,-10.755,-78.847,37,5.4,10,55328000000.0
483,-10.162,-79.618,36,5.8,10,55328000000.0
484,-11.121,-79.155,22,4.8,0,291359135593.2201
485,-9.8,-78.5,30,4.8,10,55328000000.0
486,-10.6,-78.8,50,5.0,10,55328000000.0
487,-11.54,-78.756,13,4.8,0,291359135593.2201
488,-10.51,-79.54,26,5.3,10,55328000000.0
489,-10.7,-78.6,58,4.5,10,55328000000.0
490,-10.907,-79.21,31,5.0,10,55328000000.0
491,-11.03,-79.305,31,5.0,0,291359135593.2201
492,-11.1,-79.2,37,4.9,0,291359135593.2201
493,-10.485,-79.693,35,5.3,10,55328000000.0
494,-11.777,-79.247,44,4.9,0,291359135593.2201
495,-11.53,-78.489,28,4.9,0,291359135593.2201
496,-10.766,-79.115,20,5.3,10,55328000000.0
497,-11.009,-79.18,33,4.8,0,291359135593.2201
498,-12.06,-71.5,34,4.9,34,66667680000.0
499,-10.67,-79.0,44,5.0,10,55328000000.0
500,-11.594,-79.615,32,5.0,0,291359135593.2201
501,-10.83,-79.098,30,5.3,10,55328000000.0
502,-10.852,-78.806,67,4.9,10,55328000000.0
503,-15.6,-76.1,10,4.6,29,82972500000.0
504,-15.0,-72.06,132,4.7,20,71909500000.0
505,-10.08,-79.58,21,5.3,10,55328000000.0
506,-10.978,-77.415,26,4.8,0,291359135593.2201
507,-10.791,-78.994,40,5.3,10,55328000000.0
508,-10.908,-78.678,69,5.1,0,291359135593.2201
509,-15.58,-75.4,47,4.9,29,82972500000.0
510,-4.357,-77.768,70,5.1,36,37964700000.0
511,-4.367,-77.631,107,5.0,36,37964700000.0
512,-7.802,-75.799,132,5.3,32,15037537500.0
513,-10.7,-78.7,41,4.9,10,55328000000.0
514,-14.9,-71.94,122,4.9,20,71909500000.0
